op,op_norm,traceable,phase,batch,seq_len,dim,n_heads,n_kv_heads,ffn_dim,fast_us,fast_total_us_from_breakdown,fast_breakdown_delta_us,trace_us,abs_err_us,rel_err_pct,fast_overall_dominant,fast_mem_us,fast_compute_us,fast_compute_us_naive,fast_roofline_us,fast_naive_roofline_us,fast_kernel_launch_overhead_us,fast_utilization,fast_peak_tflops,fast_effective_tflops,fast_op_key_overhead,fast_bytes_total_B,trace_error
ROPE,rope,True,prefill,16,1024,4096,32,32,4096,416.6666666666667,416.6666666666667,0.0,136331.264,135914.59733333334,99.69437188914594,memory,416.6666666666667,0.0,0.0,416.6666666666667,416.6666666666667,0.0,0.3,16.0,4.8,rope,268435456,
FFN_W1,ffn_gate,True,prefill,16,1024,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,114262.01599999999,28362.67006891407,24.822483500478473,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,ffn_gate,268435456,
FFN_W3,ffn_up,True,prefill,16,1024,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,ffn_up,268435456,
FFN_W2,ffn_down,True,prefill,16,1024,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,ffn_down,268435456,
SWIGLU,silu,True,prefill,16,1024,4096,32,32,4096,625.0,625.0,0.0,5849.088,5224.088,89.31457348564426,memory,625.0,64.04974326024941,25.165824,625.0,625.0,0.0,0.39291061476617073,16.0,6.286569836258732,swiglu,402653184,
GELU,gelu,True,prefill,16,1024,4096,32,32,4096,416.6666666666667,416.6666666666667,0.0,5849.088,5432.421333333333,92.87638232376283,memory,416.6666666666667,64.04974326024941,25.165824,416.6666666666667,416.6666666666667,0.0,0.39291061476617073,16.0,6.286569836258732,gelu,268435456,
ADD,residual,True,prefill,16,1024,4096,32,32,4096,625.0,625.0,0.0,49.152,575.848,1171.5657552083333,memory,625.0,13.488680729462647,4.194304,625.0,625.0,0.0,0.31094990563744257,16.0,4.975198490199081,add,402653184,
Q,q_proj,True,prefill,32,1024,4096,32,32,4096,171798.69184364242,171798.69184364242,0.0,208601.088,36802.39615635757,17.6424756501546,compute,833.3333333333334,171798.69184364242,68719.476736,171798.69184364242,68719.476736,0.0,0.39999999999151936,16.0,6.39999999986431,q_proj,536870912,
K,k_proj,True,prefill,32,1024,4096,32,32,4096,171798.69184364242,171798.69184364242,0.0,208601.088,36802.39615635757,17.6424756501546,compute,833.3333333333334,171798.69184364242,68719.476736,171798.69184364242,68719.476736,0.0,0.39999999999151936,16.0,6.39999999986431,k_proj,536870912,
V,v_proj,True,prefill,32,1024,4096,32,32,4096,171798.69184364242,171798.69184364242,0.0,208601.088,36802.39615635757,17.6424756501546,compute,833.3333333333334,171798.69184364242,68719.476736,171798.69184364242,68719.476736,0.0,0.39999999999151936,16.0,6.39999999986431,v_proj,536870912,
O,wo_proj,True,prefill,32,1024,4096,32,32,4096,171798.69184364242,171798.69184364242,0.0,208601.088,36802.39615635757,17.6424756501546,compute,833.3333333333334,171798.69184364242,68719.476736,171798.69184364242,68719.476736,0.0,0.39999999999151936,16.0,6.39999999986431,wo_proj,536870912,
QK,score,True,prefill,32,1024,4096,32,32,4096,21495.808102531948,21495.808102531948,0.0,225443.84,203948.03189746806,90.46511623358973,compute,2084.9609375,21495.808102531948,8598.3232,21495.808102531948,8598.3232,0.0,0.3999999980920569,16.0,6.39999996947291,score,1343225856,
SOFTMAX,softmax,True,prefill,32,1024,4096,32,32,4096,3336.5885416666665,3336.5885416666665,0.0,212303.872,208967.28345833335,98.428390160653,memory,3336.5885416666665,419.89693398992927,167.936,3336.5885416666665,3336.5885416666665,0.0,0.39994576384315234,16.0,6.399132221490437,softmax,2149580800,
SV,output,True,prefill,32,1024,4096,32,32,4096,21495.808102531948,21495.808102531948,0.0,79167.488,57671.67989746805,72.8476819896926,compute,2084.9609375,21495.808102531948,8598.3232,21495.808102531948,8598.3232,0.0,0.3999999980920569,16.0,6.39999996947291,output,1343225856,
LN,rmsnorm,True,prefill,32,1024,4096,32,32,4096,833.3333333333334,833.3333333333334,0.0,43057.152,42223.818666666666,98.06458789161593,memory,833.3333333333334,105.37817121631961,41.943039999999996,833.3333333333334,833.3333333333334,0.0,0.3980239884207101,16.0,6.368383814731361,ln,536870912,
ROPE,rope,True,prefill,32,1024,4096,32,32,4096,833.3333333333334,833.3333333333334,0.0,272662.528,271829.1946666667,99.69437188914594,memory,833.3333333333334,0.0,0.0,833.3333333333334,833.3333333333334,0.0,0.3,16.0,4.8,rope,536870912,
FFN_W1,ffn_gate,True,prefill,32,1024,4096,32,32,4096,171798.69184364242,171798.69184364242,0.0,228524.03199999998,56725.34015635756,24.822483508586775,compute,833.3333333333334,171798.69184364242,68719.476736,171798.69184364242,68719.476736,0.0,0.39999999999151936,16.0,6.39999999986431,ffn_gate,536870912,
FFN_W3,ffn_up,True,prefill,32,1024,4096,32,32,4096,171798.69184364242,171798.69184364242,0.0,208601.088,36802.39615635757,17.6424756501546,compute,833.3333333333334,171798.69184364242,68719.476736,171798.69184364242,68719.476736,0.0,0.39999999999151936,16.0,6.39999999986431,ffn_up,536870912,
FFN_W2,ffn_down,True,prefill,32,1024,4096,32,32,4096,171798.69184364242,171798.69184364242,0.0,208601.088,36802.39615635757,17.6424756501546,compute,833.3333333333334,171798.69184364242,68719.476736,171798.69184364242,68719.476736,0.0,0.39999999999151936,16.0,6.39999999986431,ffn_down,536870912,
SWIGLU,silu,True,prefill,32,1024,4096,32,32,4096,1250.0,1250.0,0.0,11698.176,10448.176,89.31457348564426,memory,1250.0,126.2197688324889,50.331648,1250.0,1250.0,0.0,0.3987620042847414,16.0,6.380192068555862,swiglu,805306368,
GELU,gelu,True,prefill,32,1024,4096,32,32,4096,833.3333333333334,833.3333333333334,0.0,11698.176,10864.842666666666,92.87638232376283,memory,833.3333333333334,126.2197688324889,50.331648,833.3333333333334,833.3333333333334,0.0,0.3987620042847414,16.0,6.380192068555862,gelu,536870912,
ADD,residual,True,prefill,32,1024,4096,32,32,4096,1250.0,1250.0,0.0,98.304,1151.696,1171.5657552083333,memory,1250.0,24.470279393368664,8.388608,1250.0,1250.0,0.0,0.34280801886852486,16.0,5.484928301896398,add,805306368,
Q,q_proj,True,prefill,1,2048,4096,32,32,4096,10737.418552553154,10737.418552553154,0.0,13037.568,2300.1494474468454,17.642473254573595,compute,52.083333333333336,10737.418552553154,4294.967296,10737.418552553154,4294.967296,0.0,0.399999988356488,16.0,6.399999813703808,q_proj,33554432,
K,k_proj,True,prefill,1,2048,4096,32,32,4096,10737.418552553154,10737.418552553154,0.0,13037.568,2300.1494474468454,17.642473254573595,compute,52.083333333333336,10737.418552553154,4294.967296,10737.418552553154,4294.967296,0.0,0.399999988356488,16.0,6.399999813703808,k_proj,33554432,
V,v_proj,True,prefill,1,2048,4096,32,32,4096,10737.418552553154,10737.418552553154,0.0,13037.568,2300.1494474468454,17.642473254573595,compute,52.083333333333336,10737.418552553154,4294.967296,10737.418552553154,4294.967296,0.0,0.399999988356488,16.0,6.399999813703808,v_proj,33554432,
O,wo_proj,True,prefill,1,2048,4096,32,32,4096,10737.418552553154,10737.418552553154,0.0,13037.568,2300.1494474468454,17.642473254573595,compute,52.083333333333336,10737.418552553154,4294.967296,10737.418552553154,4294.967296,0.0,0.399999988356488,16.0,6.399999813703808,wo_proj,33554432,
QK,score,True,prefill,1,2048,4096,32,32,4096,2685.6681730110377,2685.6681730110377,0.0,28180.48,25494.81182698896,90.46975717584995,compute,234.47672526041669,2685.6681730110377,1074.266112,2685.6681730110377,1074.266112,0.0,0.39999956911861756,16.0,6.399993105897881,score,151060480,
SOFTMAX,softmax,True,prefill,1,2048,4096,32,32,4096,416.8701171875,416.8701171875,0.0,26376.192,25959.3218828125,98.41952122130631,memory,416.8701171875,53.92621192436933,20.98176,416.8701171875,416.8701171875,0.0,0.3890827716477951,16.0,6.225324346364721,softmax,268566528,
SV,output,True,prefill,1,2048,4096,32,32,4096,2685.6681730110377,2685.6681730110377,0.0,7307.264,4621.5958269889625,63.24659718040792,compute,234.47672526041669,2685.6681730110377,1074.266112,2685.6681730110377,1074.266112,0.0,0.39999956911861756,16.0,6.399993105897881,output,151060480,
LN,rmsnorm,True,prefill,1,2048,4096,32,32,4096,52.083333333333336,52.083333333333336,0.0,2691.072,2638.9886666666666,98.06458789161593,memory,52.083333333333336,8.738133333333334,2.6214399999999998,52.083333333333336,52.083333333333336,0.0,0.3,16.0,4.8,ln,33554432,
ROPE,rope,True,prefill,1,2048,4096,32,32,4096,52.083333333333336,52.083333333333336,0.0,17041.408,16989.324666666667,99.69437188914594,memory,52.083333333333336,0.0,0.0,52.083333333333336,52.083333333333336,0.0,0.3,16.0,4.8,rope,33554432,
FFN_W1,ffn_gate,True,prefill,1,2048,4096,32,32,4096,10737.418552553154,10737.418552553154,0.0,14282.751999999999,3545.3334474468447,24.822481321854813,compute,52.083333333333336,10737.418552553154,4294.967296,10737.418552553154,4294.967296,0.0,0.399999988356488,16.0,6.399999813703808,ffn_gate,33554432,
FFN_W3,ffn_up,True,prefill,1,2048,4096,32,32,4096,10737.418552553154,10737.418552553154,0.0,13037.568,2300.1494474468454,17.642473254573595,compute,52.083333333333336,10737.418552553154,4294.967296,10737.418552553154,4294.967296,0.0,0.399999988356488,16.0,6.399999813703808,ffn_up,33554432,
FFN_W2,ffn_down,True,prefill,1,2048,4096,32,32,4096,10737.418552553154,10737.418552553154,0.0,13037.568,2300.1494474468454,17.642473254573595,compute,52.083333333333336,10737.418552553154,4294.967296,10737.418552553154,4294.967296,0.0,0.399999988356488,16.0,6.399999813703808,ffn_down,33554432,
SWIGLU,silu,True,prefill,1,2048,4096,32,32,4096,78.125,78.125,0.0,731.136,653.011,89.31457348564426,memory,78.125,10.29727065447696,3.145728,78.125,78.125,0.0,0.3054914360857677,16.0,4.887862977372283,swiglu,50331648,
GELU,gelu,True,prefill,1,2048,4096,32,32,4096,52.083333333333336,52.083333333333336,0.0,731.136,679.0526666666666,92.87638232376283,memory,52.083333333333336,10.29727065447696,3.145728,52.083333333333336,52.083333333333336,0.0,0.3054914360857677,16.0,4.887862977372283,gelu,33554432,
ADD,residual,True,prefill,1,2048,4096,32,32,4096,78.125,78.125,0.0,6.144,71.981,1171.5657552083333,memory,78.125,1.7476266666666667,0.524288,78.125,78.125,0.0,0.3,16.0,4.8,add,50331648,
Q,q_proj,True,prefill,8,2048,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,q_proj,268435456,
K,k_proj,True,prefill,8,2048,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,k_proj,268435456,
V,v_proj,True,prefill,8,2048,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,v_proj,268435456,
O,wo_proj,True,prefill,8,2048,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,wo_proj,268435456,
QK,score,True,prefill,8,2048,4096,32,32,4096,21485.322342612315,21485.322342612315,0.0,225443.84,203958.51765738768,90.46976739634478,compute,1875.8138020833335,21485.322342612315,8594.128896,21485.322342612315,8594.128896,0.0,0.3999999980896295,16.0,6.399999969434072,score,1208483840,
SOFTMAX,softmax,True,prefill,8,2048,4096,32,32,4096,3334.9609375,3334.9609375,0.0,211009.536,207674.5750625,98.41952122130631,memory,3334.9609375,419.69217858524553,167.85408,3334.9609375,3334.9609375,0.0,0.3999456948800546,16.0,6.399131118080874,softmax,2148532224,
SV,output,True,prefill,8,2048,4096,32,32,4096,21485.322342612315,21485.322342612315,0.0,58458.112,36972.789657387686,63.246636595769104,compute,1875.8138020833335,21485.322342612315,8594.128896,21485.322342612315,8594.128896,0.0,0.3999999980896295,16.0,6.399999969434072,output,1208483840,
LN,rmsnorm,True,prefill,8,2048,4096,32,32,4096,416.6666666666667,416.6666666666667,0.0,21528.576,21111.909333333333,98.06458789161593,memory,416.6666666666667,53.9016082900736,20.971519999999998,416.6666666666667,416.6666666666667,0.0,0.3890703944702531,16.0,6.22512631152405,ln,268435456,
ROPE,rope,True,prefill,8,2048,4096,32,32,4096,416.6666666666667,416.6666666666667,0.0,136331.264,135914.59733333334,99.69437188914594,memory,416.6666666666667,0.0,0.0,416.6666666666667,416.6666666666667,0.0,0.3,16.0,4.8,rope,268435456,
FFN_W1,ffn_gate,True,prefill,8,2048,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,114262.01599999999,28362.67006891407,24.822483500478473,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,ffn_gate,268435456,
FFN_W3,ffn_up,True,prefill,8,2048,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,ffn_up,268435456,
FFN_W2,ffn_down,True,prefill,8,2048,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,ffn_down,268435456,
SWIGLU,silu,True,prefill,8,2048,4096,32,32,4096,625.0,625.0,0.0,5849.088,5224.088,89.31457348564426,memory,625.0,64.04974326024941,25.165824,625.0,625.0,0.0,0.39291061476617073,16.0,6.286569836258732,swiglu,402653184,
GELU,gelu,True,prefill,8,2048,4096,32,32,4096,416.6666666666667,416.6666666666667,0.0,5849.088,5432.421333333333,92.87638232376283,memory,416.6666666666667,64.04974326024941,25.165824,416.6666666666667,416.6666666666667,0.0,0.39291061476617073,16.0,6.286569836258732,gelu,268435456,
ADD,residual,True,prefill,8,2048,4096,32,32,4096,625.0,625.0,0.0,49.152,575.848,1171.5657552083333,memory,625.0,13.488680729462647,4.194304,625.0,625.0,0.0,0.31094990563744257,16.0,4.975198490199081,add,402653184,
Q,q_proj,True,prefill,16,2048,4096,32,32,4096,171798.69184364242,171798.69184364242,0.0,208601.088,36802.39615635757,17.6424756501546,compute,833.3333333333334,171798.69184364242,68719.476736,171798.69184364242,68719.476736,0.0,0.39999999999151936,16.0,6.39999999986431,q_proj,536870912,
K,k_proj,True,prefill,16,2048,4096,32,32,4096,171798.69184364242,171798.69184364242,0.0,208601.088,36802.39615635757,17.6424756501546,compute,833.3333333333334,171798.69184364242,68719.476736,171798.69184364242,68719.476736,0.0,0.39999999999151936,16.0,6.39999999986431,k_proj,536870912,
V,v_proj,True,prefill,16,2048,4096,32,32,4096,171798.69184364242,171798.69184364242,0.0,208601.088,36802.39615635757,17.6424756501546,compute,833.3333333333334,171798.69184364242,68719.476736,171798.69184364242,68719.476736,0.0,0.39999999999151936,16.0,6.39999999986431,v_proj,536870912,
O,wo_proj,True,prefill,16,2048,4096,32,32,4096,171798.69184364242,171798.69184364242,0.0,208601.088,36802.39615635757,17.6424756501546,compute,833.3333333333334,171798.69184364242,68719.476736,171798.69184364242,68719.476736,0.0,0.39999999999151936,16.0,6.39999999986431,wo_proj,536870912,
QK,score,True,prefill,16,2048,4096,32,32,4096,42970.644513714404,42970.644513714404,0.0,450887.68,407917.0354862856,90.46976743438312,compute,3751.627604166667,42970.644513714404,17188.257792,42970.644513714404,17188.257792,0.0,0.3999999996861634,16.0,6.399999994978614,score,2416967680,
SOFTMAX,softmax,True,prefill,16,2048,4096,32,32,4096,6669.921875,6669.921875,0.0,422019.072,415349.150125,98.41952122130631,memory,6669.921875,839.2891273156768,335.70816,6669.921875,6669.921875,0.0,0.3999910746773348,16.0,6.399857194837357,softmax,4297064448,
SV,output,True,prefill,16,2048,4096,32,32,4096,42970.644513714404,42970.644513714404,0.0,116916.224,73945.5794862856,63.24663674246407,compute,3751.627604166667,42970.644513714404,17188.257792,42970.644513714404,17188.257792,0.0,0.3999999996861634,16.0,6.399999994978614,output,2416967680,
LN,rmsnorm,True,prefill,16,2048,4096,32,32,4096,833.3333333333334,833.3333333333334,0.0,43057.152,42223.818666666666,98.06458789161593,memory,833.3333333333334,105.37817121631961,41.943039999999996,833.3333333333334,833.3333333333334,0.0,0.3980239884207101,16.0,6.368383814731361,ln,536870912,
ROPE,rope,True,prefill,16,2048,4096,32,32,4096,833.3333333333334,833.3333333333334,0.0,272662.528,271829.1946666667,99.69437188914594,memory,833.3333333333334,0.0,0.0,833.3333333333334,833.3333333333334,0.0,0.3,16.0,4.8,rope,536870912,
FFN_W1,ffn_gate,True,prefill,16,2048,4096,32,32,4096,171798.69184364242,171798.69184364242,0.0,228524.03199999998,56725.34015635756,24.822483508586775,compute,833.3333333333334,171798.69184364242,68719.476736,171798.69184364242,68719.476736,0.0,0.39999999999151936,16.0,6.39999999986431,ffn_gate,536870912,
FFN_W3,ffn_up,True,prefill,16,2048,4096,32,32,4096,171798.69184364242,171798.69184364242,0.0,208601.088,36802.39615635757,17.6424756501546,compute,833.3333333333334,171798.69184364242,68719.476736,171798.69184364242,68719.476736,0.0,0.39999999999151936,16.0,6.39999999986431,ffn_up,536870912,
FFN_W2,ffn_down,True,prefill,16,2048,4096,32,32,4096,171798.69184364242,171798.69184364242,0.0,208601.088,36802.39615635757,17.6424756501546,compute,833.3333333333334,171798.69184364242,68719.476736,171798.69184364242,68719.476736,0.0,0.39999999999151936,16.0,6.39999999986431,ffn_down,536870912,
SWIGLU,silu,True,prefill,16,2048,4096,32,32,4096,1250.0,1250.0,0.0,11698.176,10448.176,89.31457348564426,memory,1250.0,126.2197688324889,50.331648,1250.0,1250.0,0.0,0.3987620042847414,16.0,6.380192068555862,swiglu,805306368,
GELU,gelu,True,prefill,16,2048,4096,32,32,4096,833.3333333333334,833.3333333333334,0.0,11698.176,10864.842666666666,92.87638232376283,memory,833.3333333333334,126.2197688324889,50.331648,833.3333333333334,833.3333333333334,0.0,0.3987620042847414,16.0,6.380192068555862,gelu,536870912,
ADD,residual,True,prefill,16,2048,4096,32,32,4096,1250.0,1250.0,0.0,98.304,1151.696,1171.5657552083333,memory,1250.0,24.470279393368664,8.388608,1250.0,1250.0,0.0,0.34280801886852486,16.0,5.484928301896398,add,805306368,
Q,q_proj,True,prefill,32,2048,4096,32,32,4096,343597.3836811967,343597.3836811967,0.0,417202.176,73604.79231880326,17.64247565161387,compute,1666.6666666666667,343597.3836811967,137438.953472,343597.3836811967,137438.953472,0.0,0.3999999999986068,16.0,6.399999999977709,q_proj,1073741824,
K,k_proj,True,prefill,32,2048,4096,32,32,4096,343597.3836811967,343597.3836811967,0.0,417202.176,73604.79231880326,17.64247565161387,compute,1666.6666666666667,343597.3836811967,137438.953472,343597.3836811967,137438.953472,0.0,0.3999999999986068,16.0,6.399999999977709,k_proj,1073741824,
V,v_proj,True,prefill,32,2048,4096,32,32,4096,343597.3836811967,343597.3836811967,0.0,417202.176,73604.79231880326,17.64247565161387,compute,1666.6666666666667,343597.3836811967,137438.953472,343597.3836811967,137438.953472,0.0,0.3999999999986068,16.0,6.399999999977709,v_proj,1073741824,
O,wo_proj,True,prefill,32,2048,4096,32,32,4096,343597.3836811967,343597.3836811967,0.0,417202.176,73604.79231880326,17.64247565161387,compute,1666.6666666666667,343597.3836811967,137438.953472,343597.3836811967,137438.953472,0.0,0.3999999999986068,16.0,6.399999999977709,wo_proj,1073741824,
QK,score,True,prefill,32,2048,4096,32,32,4096,85941.28897107723,85941.28897107723,0.0,901775.36,815834.0710289228,90.46976744063208,compute,7503.255208333334,85941.28897107723,34376.515584,85941.28897107723,34376.515584,0.0,0.3999999999484428,16.0,6.399999999175085,score,4833935360,
SOFTMAX,softmax,True,prefill,32,2048,4096,32,32,4096,13339.84375,13339.84375,0.0,844038.144,830698.30025,98.41952122130631,memory,13339.84375,1678.5469534096435,671.41632,13339.84375,13339.84375,0.0,0.3999985336341933,16.0,6.399976538147093,softmax,8594128896,
SV,output,True,prefill,32,2048,4096,32,32,4096,85941.28897107723,85941.28897107723,0.0,233832.448,147891.1590289228,63.2466367665632,compute,7503.255208333334,85941.28897107723,34376.515584,85941.28897107723,34376.515584,0.0,0.3999999999484428,16.0,6.399999999175085,output,4833935360,
LN,rmsnorm,True,prefill,32,2048,4096,32,32,4096,1666.6666666666667,1666.6666666666667,0.0,86114.304,84447.63733333333,98.06458789161593,memory,1666.6666666666667,209.88839514139994,83.88607999999999,1666.6666666666667,1666.6666666666667,0.0,0.3996699290758152,16.0,6.394718865213044,ln,1073741824,
ROPE,rope,True,prefill,32,2048,4096,32,32,4096,1666.6666666666667,1666.6666666666667,0.0,545325.056,543658.3893333334,99.69437188914594,memory,1666.6666666666667,0.0,0.0,1666.6666666666667,1666.6666666666667,0.0,0.3,16.0,4.8,rope,1073741824,
FFN_W1,ffn_gate,True,prefill,32,2048,4096,32,32,4096,343597.3836811967,343597.3836811967,0.0,457048.06399999995,113450.68031880324,24.82248350991883,compute,1666.6666666666667,343597.3836811967,137438.953472,343597.3836811967,137438.953472,0.0,0.3999999999986068,16.0,6.399999999977709,ffn_gate,1073741824,
FFN_W3,ffn_up,True,prefill,32,2048,4096,32,32,4096,343597.3836811967,343597.3836811967,0.0,417202.176,73604.79231880326,17.64247565161387,compute,1666.6666666666667,343597.3836811967,137438.953472,343597.3836811967,137438.953472,0.0,0.3999999999986068,16.0,6.399999999977709,ffn_up,1073741824,
FFN_W2,ffn_down,True,prefill,32,2048,4096,32,32,4096,343597.3836811967,343597.3836811967,0.0,417202.176,73604.79231880326,17.64247565161387,compute,1666.6666666666667,343597.3836811967,137438.953472,343597.3836811967,137438.953472,0.0,0.3999999999986068,16.0,6.399999999977709,ffn_down,1073741824,
SWIGLU,silu,True,prefill,32,2048,4096,32,32,4096,2500.0,2500.0,0.0,23396.352,20896.352,89.31457348564426,memory,2500.0,251.7875988605557,100.663296,2500.0,2500.0,0.0,0.3997944952632439,16.0,6.396711924211902,swiglu,1610612736,
GELU,gelu,True,prefill,32,2048,4096,32,32,4096,1666.6666666666667,1666.6666666666667,0.0,23396.352,21729.68533333333,92.87638232376283,memory,1666.6666666666667,251.7875988605557,100.663296,1666.6666666666667,1666.6666666666667,0.0,0.3997944952632439,16.0,6.396711924211902,gelu,1073741824,
ADD,residual,True,prefill,32,2048,4096,32,32,4096,2500.0,2500.0,0.0,196.608,2303.392,1171.5657552083333,memory,2500.0,43.919168871873964,16.777216,2500.0,2500.0,0.0,0.38200212870476713,16.0,6.112034059276274,add,1610612736,
Q,q_proj,True,prefill,1,4096,4096,32,32,4096,21474.836582692784,21474.836582692784,0.0,26075.136,4600.299417307215,17.642475258066593,compute,104.16666666666667,21474.836582692784,8589.934592,21474.836582692784,8589.934592,0.0,0.3999999980871979,16.0,6.399999969395166,q_proj,67108864,
K,k_proj,True,prefill,1,4096,4096,32,32,4096,21474.836582692784,21474.836582692784,0.0,26075.136,4600.299417307215,17.642475258066593,compute,104.16666666666667,21474.836582692784,8589.934592,21474.836582692784,8589.934592,0.0,0.3999999980871979,16.0,6.399999969395166,k_proj,67108864,
V,v_proj,True,prefill,1,4096,4096,32,32,4096,21474.836582692784,21474.836582692784,0.0,26075.136,4600.299417307215,17.642475258066593,compute,104.16666666666667,21474.836582692784,8589.934592,21474.836582692784,8589.934592,0.0,0.3999999980871979,16.0,6.399999969395166,v_proj,67108864,
O,wo_proj,True,prefill,1,4096,4096,32,32,4096,21474.836582692784,21474.836582692784,0.0,26075.136,4600.299417307215,17.642475258066593,compute,104.16666666666667,21474.836582692784,8589.934592,21474.836582692784,8589.934592,0.0,0.3999999980871979,16.0,6.399999969395166,wo_proj,67108864,
QK,score,True,prefill,1,4096,4096,32,32,4096,10740.039992430662,10740.039992430662,0.0,112721.92,101981.88000756933,90.47209274608642,compute,885.6201171875,10740.039992430662,4296.015872,10740.039992430662,4296.015872,0.0,0.399999988363892,16.0,6.399999813822272,score,570556416,
SOFTMAX,softmax,True,prefill,1,4096,4096,32,32,4096,1667.0735677083333,1667.0735677083333,0.0,106246.144,104579.07043229167,98.43093263910987,memory,1667.0735677083333,209.9395275375501,83.90656,1667.0735677083333,1667.0735677083333,0.0,0.39967013827347186,16.0,6.39472221237555,softmax,1074003968,
SV,output,True,prefill,1,4096,4096,32,32,4096,10740.039992430662,10740.039992430662,0.0,29229.056,18489.01600756934,63.25560431226154,compute,885.6201171875,10740.039992430662,4296.015872,10740.039992430662,4296.015872,0.0,0.399999988363892,16.0,6.399999813822272,output,570556416,
LN,rmsnorm,True,prefill,1,4096,4096,32,32,4096,104.16666666666667,104.16666666666667,0.0,5382.144,5277.977333333333,98.06458789161593,memory,104.16666666666667,16.4855591648669,5.2428799999999995,104.16666666666667,104.16666666666667,0.0,0.3180286423752815,16.0,5.088458278004504,ln,67108864,
ROPE,rope,True,prefill,1,4096,4096,32,32,4096,104.16666666666667,104.16666666666667,0.0,34082.816,33978.649333333335,99.69437188914594,memory,104.16666666666667,0.0,0.0,104.16666666666667,104.16666666666667,0.0,0.3,16.0,4.8,rope,67108864,
FFN_W1,ffn_gate,True,prefill,1,4096,4096,32,32,4096,21474.836582692784,21474.836582692784,0.0,28565.503999999997,7090.667417307213,24.822483150681375,compute,104.16666666666667,21474.836582692784,8589.934592,21474.836582692784,8589.934592,0.0,0.3999999980871979,16.0,6.399999969395166,ffn_gate,67108864,
FFN_W3,ffn_up,True,prefill,1,4096,4096,32,32,4096,21474.836582692784,21474.836582692784,0.0,26075.136,4600.299417307215,17.642475258066593,compute,104.16666666666667,21474.836582692784,8589.934592,21474.836582692784,8589.934592,0.0,0.3999999980871979,16.0,6.399999969395166,ffn_up,67108864,
FFN_W2,ffn_down,True,prefill,1,4096,4096,32,32,4096,21474.836582692784,21474.836582692784,0.0,26075.136,4600.299417307215,17.642475258066593,compute,104.16666666666667,21474.836582692784,8589.934592,21474.836582692784,8589.934592,0.0,0.3999999980871979,16.0,6.399999969395166,ffn_down,67108864,
SWIGLU,silu,True,prefill,1,4096,4096,32,32,4096,156.25,156.25,0.0,1462.272,1306.022,89.31457348564426,memory,156.25,19.291363805225153,6.291456,156.25,156.25,0.0,0.326128109112531,16.0,5.218049745800496,swiglu,100663296,
GELU,gelu,True,prefill,1,4096,4096,32,32,4096,104.16666666666667,104.16666666666667,0.0,1462.272,1358.1053333333332,92.87638232376283,memory,104.16666666666667,19.291363805225153,6.291456,104.16666666666667,104.16666666666667,0.0,0.326128109112531,16.0,5.218049745800496,gelu,67108864,
ADD,residual,True,prefill,1,4096,4096,32,32,4096,156.25,156.25,0.0,12.288,143.962,1171.5657552083333,memory,156.25,3.4952533333333333,1.048576,156.25,156.25,0.0,0.3,16.0,4.8,add,100663296,
