Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-70B,32,2,16,32,32,3456,0.112363,0.0239752999877929,0.026167,0.1625052999877929,0.0119035,13.16232749902344,151.9488099766844,1192.7263894284772,265.3734746821635,1.0
Llama2-70B,32,2,16,32,32,3584,0.114507,0.0239752999877929,0.027047,0.1655292999877929,0.0119035,13.40424749902344,149.2064362543074,1195.5846396057625,261.02872304875734,1.0
Llama2-70B,32,2,16,32,32,3712,0.116636,0.0239752999877929,0.027927,0.168538299987793,0.0119035,13.64496749902344,146.57418569469942,1198.442517613897,256.8766327750215,1.0
Llama2-70B,32,2,16,32,32,3840,0.118731,0.0239752999877929,0.028807,0.1715132999877929,0.0119035,13.882967499023438,144.06141915557208,1201.2996633740902,252.9456635954574,1.0
Llama2-70B,32,2,16,32,32,3968,0.120875,0.0239752999877929,0.029687,0.1745372999877929,0.0119035,14.12488749902344,141.59404810397783,1204.1579135513755,249.050240651784,1.0
Llama2-70B,32,2,16,32,32,4096,0.123019,0.0239752999877929,0.030567,0.177561299987793,0.0119035,14.36680749902344,139.2097722570548,1207.016163728661,245.2905981451363,1.0
Llama2-70B,32,4,8,32,32,128,0.0523015,0.0227236024475097,0.003287,0.0783121024475097,0.0192475,6.434215695800781,621.676392137515,834.9598677487925,798.2178979080836,1.0
Llama2-70B,32,4,8,32,32,256,0.0543965,0.0227236024475097,0.004167,0.0812871024475097,0.0192475,6.672215695800781,599.501002720496,837.7910661493493,770.0780989120157,1.0
Llama2-70B,32,4,8,32,32,384,0.0565405,0.0227236024475097,0.0050469999999999,0.0843111024475097,0.0192475,6.914135695800781,578.5249488854193,840.6233689669981,743.3816193410017,1.0
Llama2-70B,32,4,8,32,32,512,0.0586845,0.0227236024475097,0.005927,0.0873351024475097,0.0192475,7.156055695800781,558.9671419616292,843.4556717846468,718.6358167698854,1.0
Llama2-70B,32,4,8,32,32,640,0.0608135,0.0227236024475097,0.0068069999999999,0.0903441024475097,0.0192475,7.396775695800781,540.7761657921893,846.2876024331451,695.8057030372739,1.0
Llama2-70B,32,4,8,32,32,768,0.0629085,0.0227236024475097,0.0076869999999999,0.0933191024475097,0.0192475,7.634775695800781,523.9184698248631,849.1188008337017,674.8839988504745,1.0
Llama2-70B,32,4,8,32,32,896,0.0650525,0.0227236024475097,0.008567,0.0963431024475097,0.0192475,7.876695695800781,507.8271593166253,851.9511036513504,654.818111257331,1.0
Llama2-70B,32,4,8,32,32,1024,0.0671965,0.0227236024475097,0.0094469999999999,0.0993671024475097,0.0192475,8.11861569580078,492.69483245387926,854.7834064689991,636.0326850870202,1.0
Llama2-70B,32,4,8,32,32,1152,0.074504,0.0227236024475097,0.010327,0.1075546024475097,0.0192475,8.773615695800782,455.91237850940695,866.7674163468038,581.691866441267,1.0
Llama2-70B,32,4,8,32,32,1280,0.076599,0.0227236024475097,0.011207,0.1105296024475097,0.0192475,9.01161569580078,443.8715692086064,869.59861474736,567.6305269960184,1.0
Llama2-70B,32,4,8,32,32,1408,0.078743,0.0227236024475097,0.012087,0.1135536024475097,0.0192475,9.253535695800782,432.26720374734,872.4309175650089,553.9736342055861,1.0
Llama2-70B,32,4,8,32,32,1536,0.080887,0.0227236024475097,0.012967,0.1165776024475097,0.0192475,9.495455695800782,421.254137573296,875.2632203826578,541.0407237149714,1.0
Llama2-70B,32,4,8,32,32,1664,0.083016,0.0227236024475097,0.013847,0.1195866024475097,0.0192475,9.736175695800782,410.838929470552,878.0951510311561,528.8710315066712,1.0
Llama2-70B,32,4,8,32,32,1792,0.085111,0.0227236024475097,0.014727,0.1225616024475097,0.0192475,9.974175695800785,401.0356466533907,880.9263494317127,517.5161550397203,1.0
Llama2-70B,32,4,8,32,32,1920,0.087255,0.0227236024475097,0.015607,0.1255856024475097,0.0192475,10.216095695800782,391.5390105090889,883.7586522493616,506.4229283418495,1.0
Llama2-70B,32,4,8,32,32,2048,0.089399,0.0227236024475097,0.0164869999999999,0.1286096024475097,0.0192475,10.458015695800782,382.48173614867727,886.5909550670102,495.8617854042049,1.0
Llama2-70B,32,4,8,32,32,2176,0.096678,0.0227236024475097,0.017367,0.1367686024475097,0.0192475,11.110735695800782,360.0121638670398,898.3887514335614,464.629363160989,1.0
Llama2-70B,32,4,8,32,32,2304,0.098773,0.0227236024475097,0.018247,0.1397436024475097,0.0192475,11.348735695800784,352.46216911017365,901.2199498341182,456.20764269290106,1.0
Llama2-70B,32,4,8,32,32,2432,0.100917,0.0227236024475097,0.019127,0.1427676024475097,0.0192475,11.590655695800782,345.10558375478047,904.052252651767,447.9187117392347,1.0
Llama2-70B,32,4,8,32,32,2560,0.103061,0.0227236024475097,0.020007,0.1457916024475097,0.0192475,11.832575695800784,338.0498128923481,906.8845554694158,439.974653588368,1.0
Llama2-70B,32,4,8,32,32,2688,0.10519,0.0227236024475097,0.020887,0.1488006024475097,0.0192475,12.07329569580078,331.3097020717584,909.7164861179136,432.4158599286596,1.0
Llama2-70B,32,4,8,32,32,2816,0.107285,0.0227236024475097,0.021767,0.1517756024475098,0.0192475,12.311295695800784,324.90487588275096,912.5476845184704,425.2913662294219,1.0
Llama2-70B,32,4,8,32,32,2944,0.109429,0.0227236024475097,0.022647,0.1547996024475097,0.0192475,12.553215695800782,318.6434533533948,915.3799873361193,418.252925337945,1.0
Llama2-70B,32,4,8,32,32,3072,0.111573,0.0227236024475097,0.023527,0.1578236024475097,0.0192475,12.79513569580078,312.6188025745405,918.212290153768,411.4849874762568,1.0
Llama2-70B,32,4,8,32,32,3200,0.118852,0.0227236024475097,0.024407,0.1659826024475097,0.0192475,13.447855695800785,297.44519055547545,930.0100865203192,391.2471336285125,1.0
Llama2-70B,32,4,8,32,32,3328,0.120947,0.0227236024475097,0.025287,0.1689576024475097,0.0192475,13.685855695800782,292.27255415438265,932.8412849208764,385.64052226217945,1.0
Llama2-70B,32,4,8,32,32,3456,0.123091,0.0227236024475097,0.026167,0.1719816024475097,0.0192475,13.927775695800785,287.1958945466072,935.673587738525,380.073924063711,1.0
Llama2-70B,32,4,8,32,32,3584,0.125235,0.0227236024475097,0.027047,0.1750056024475098,0.0192475,14.169695695800783,282.2925831205682,938.505890556174,374.69792412511424,1.0
Llama2-70B,32,4,8,32,32,3712,0.127364,0.0227236024475097,0.027927,0.1780146024475097,0.0192475,14.410415695800785,277.5770029427816,941.3378212046716,369.5462694343268,1.0
Llama2-70B,32,4,8,32,32,3840,0.129459,0.0227236024475097,0.028807,0.1809896024475097,0.0192475,14.64841569580078,273.067073127005,944.1690196052284,364.659475048173,1.0
Llama2-70B,32,4,8,32,32,3968,0.131603,0.0227236024475097,0.029687,0.1840136024475097,0.0192475,14.89033569580078,268.63061261459933,947.0013224228776,359.79473204367576,1.0
Llama2-70B,32,4,8,32,32,4096,0.133747,0.0227236024475097,0.030567,0.1870376024475097,0.0192475,15.132255695800785,264.3360038589623,949.833625240526,355.08595528891345,1.0
Llama2-70B,32,8,4,32,32,128,0.0756395,0.0212930909729003,0.003287,0.1002195909729003,0.0339355,8.201502777832031,975.4309931618048,731.0200577078277,966.4527894920352,1.0
Llama2-70B,32,8,4,32,32,256,0.0777345,0.0212930909729003,0.004167,0.1031945909729003,0.0339355,8.43950277783203,947.9231431753932,733.8382824285663,944.0316493044484,1.0
Llama2-70B,32,8,4,32,32,384,0.0798785,0.0212930909729003,0.0050469999999999,0.1062185909729003,0.0339355,8.681422777832031,921.507937665236,736.6576115663969,922.2226400926368,1.0
Llama2-70B,32,8,4,32,32,512,0.0820225,0.0212930909729003,0.005927,0.1092425909729003,0.0339355,8.923342777832032,896.525013011283,739.4769407042276,901.553769641534,1.0
Llama2-70B,32,8,4,32,32,640,0.0841515,0.0212930909729003,0.0068069999999999,0.1122515909729003,0.0339355,9.164062777832031,872.9752506008675,742.2958976729071,882.0946717205362,1.0
Llama2-70B,32,8,4,32,32,768,0.0862465,0.0212930909729003,0.0076869999999999,0.1152265909729003,0.0339355,9.402062777832032,850.8771095277322,745.1141223936457,863.935490012517,1.0
Llama2-70B,32,8,4,32,32,896,0.0883905,0.0212930909729003,0.008567,0.1182505909729003,0.0339355,9.643982777832033,829.5327961792982,747.9334515314762,846.1694995859016,1.0
Llama2-70B,32,8,4,32,32,1024,0.0905345,0.0212930909729003,0.0094469999999999,0.1212745909729003,0.0339355,9.885902777832031,809.2331251667835,750.7527806693067,829.2449626046499,1.0
Llama2-70B,32,8,4,32,32,1152,0.097842,0.0212930909729003,0.010327,0.1294620909729003,0.0339355,10.54090277783203,758.948276880453,762.723816867293,779.5464288008149,1.0
Llama2-70B,32,8,4,32,32,1280,0.099937,0.0212930909729003,0.011207,0.1324370909729003,0.0339355,10.77890277783203,742.1905703104455,765.5420415880315,766.0246371094103,1.0
Llama2-70B,32,8,4,32,32,1408,0.102081,0.0212930909729003,0.012087,0.1354610909729003,0.0339355,11.02082277783203,725.8986158539541,768.3613707258618,752.6977309448986,1.0
Llama2-70B,32,8,4,32,32,1536,0.104225,0.0212930909729003,0.012967,0.1384850909729004,0.0339355,11.262742777832033,710.3065530135387,771.1806998636921,739.919117163533,1.0
Llama2-70B,32,8,4,32,32,1664,0.106354,0.0212930909729003,0.013847,0.1414940909729004,0.0339355,11.50346277783203,695.4427683650661,773.999656832372,727.7579186794784,1.0
Llama2-70B,32,8,4,32,32,1792,0.108449,0.0212930909729003,0.014727,0.1444690909729004,0.0339355,11.741462777832032,681.3461109040059,776.8178815531106,716.2978741649168,1.0
Llama2-70B,32,8,4,32,32,1920,0.110593,0.0212930909729003,0.015607,0.1474930909729004,0.0339355,11.983382777832032,667.591125837951,779.6372106909413,704.9607214660432,1.0
Llama2-70B,32,8,4,32,32,2048,0.112737,0.0212930909729003,0.0164869999999999,0.1505170909729004,0.0339355,12.225302777832033,654.3805209067121,782.4565398287717,694.054782217703,1.0
Llama2-70B,32,8,4,32,32,2176,0.123324,0.0212930909729003,0.017367,0.1619840909729004,0.0339355,13.142662777832031,608.7046540898656,799.1819777710715,648.0344278251363,1.0
Llama2-70B,32,8,4,32,32,2304,0.125419,0.0212930909729003,0.018247,0.1649590909729004,0.0339355,13.380662777832033,597.8777085133431,802.0002024918098,639.4567031245743,1.0
Llama2-70B,32,8,4,32,32,2432,0.127563,0.0212930909729003,0.019127,0.1679830909729004,0.0339355,13.622582777832031,587.2601495964748,804.8195316296403,630.9192568610335,1.0
Llama2-70B,32,8,4,32,32,2560,0.129707,0.0212930909729003,0.020007,0.1710070909729003,0.0339355,13.86450277783203,577.013119633198,807.6388607674709,622.6640511055463,1.0
Llama2-70B,32,8,4,32,32,2688,0.131836,0.0212930909729003,0.020887,0.1740160909729003,0.0339355,14.105222777832031,567.1658027672497,810.4578177361509,614.7469717953751,1.0
Llama2-70B,32,8,4,32,32,2816,0.133931,0.0212930909729003,0.021767,0.1769910909729004,0.0339355,14.343222777832032,557.7547057530396,813.2760424568891,607.2351005046547,1.0
Llama2-70B,32,8,4,32,32,2944,0.136075,0.0212930909729003,0.022647,0.1800150909729004,0.0339355,14.585142777832033,548.5033723604822,816.09537159472,599.7393875397534,1.0
Llama2-70B,32,8,4,32,32,3072,0.138219,0.0212930909729003,0.023527,0.1830390909729004,0.0339355,14.827062777832031,539.5539305303822,818.9147007325503,592.4762158115385,1.0
Llama2-70B,32,8,4,32,32,3200,0.145498,0.0212930909729003,0.024407,0.1911980909729004,0.0339355,15.479782777832032,516.8031176417071,830.6995234192832,570.9353554133277,1.0
Llama2-70B,32,8,4,32,32,3328,0.147593,0.0212930909729003,0.025287,0.1941730909729004,0.0339355,15.717782777832031,508.97764099927633,833.5177481400217,564.7407045998264,1.0
Llama2-70B,32,8,4,32,32,3456,0.149737,0.0212930909729003,0.026167,0.1971970909729004,0.0339355,15.959702777832032,501.26246781437374,836.3370772778521,558.5373536786846,1.0
Llama2-70B,32,8,4,32,32,3584,0.151881,0.0212930909729003,0.027047,0.2002210909729003,0.0339355,16.201622777832025,493.7776980554103,839.1564064156826,552.5091396657139,1.0
Llama2-70B,32,8,4,32,32,3712,0.15401,0.0212930909729003,0.027927,0.2032300909729004,0.0339355,16.442342777832028,486.5486693773224,841.9753633843625,546.701748837324,1.0
Llama2-70B,32,8,4,32,32,3840,0.156105,0.0212930909729003,0.028807,0.2062050909729003,0.0339355,16.680342777832028,479.606450931686,844.7935881051009,541.1701022421452,1.0
Llama2-70B,32,8,4,32,32,3968,0.158249,0.0212930909729003,0.029687,0.2092290909729003,0.0339355,16.922262777832028,472.75001606049454,847.6129172429315,535.6197620477421,1.0
Llama2-70B,32,8,4,32,32,4096,0.160393,0.0212930909729003,0.030567,0.2122530909729004,0.0339355,17.16418277783203,466.0868567731754,850.4322463807619,530.2178065007587,1.0
Llama2-70B,32,16,2,32,32,128,0.1225675,0.0184618703460693,0.003287,0.1443163703460693,0.0633115,11.758621127685547,1360.703761627983,679.3110902759037,1108.4685422741,1.0
Llama2-70B,32,16,2,32,32,256,0.1246625,0.0184618703460693,0.004167,0.1472913703460693,0.0633115,11.996621127685549,1333.708869331177,682.1228281567331,1094.351273489193,1.0
Llama2-70B,32,16,2,32,32,384,0.1268065,0.0184618703460693,0.0050469999999999,0.1503153703460693,0.0633115,12.238541127685544,1307.345363558523,684.9356704546541,1080.284796843465,1.0
Llama2-70B,32,16,2,32,32,512,0.1289505,0.0184618703460693,0.005927,0.1533393703460693,0.0633115,12.480461127685544,1282.0039128608016,687.7485127525755,1066.6860737299598,1.0
Llama2-70B,32,16,2,32,32,640,0.1310795,0.0184618703460693,0.0068069999999999,0.1563483703460693,0.0633115,12.721181127685544,1257.7448461274282,690.5609828813463,1053.652146798464,1.0
Llama2-70B,32,16,2,32,32,768,0.1331745,0.0184618703460693,0.0076869999999999,0.1593233703460693,0.0633115,12.959181127685548,1234.645911832975,693.3727207621757,1041.299529207432,1.0
Llama2-70B,32,16,2,32,32,896,0.1353185,0.0184618703460693,0.008567,0.1623473703460693,0.0633115,13.201101127685549,1212.0201069018826,696.1855630600971,1028.95843962222,1.0
Llama2-70B,32,16,2,32,32,1024,0.1374625,0.0184618703460693,0.0094469999999999,0.1653713703460693,0.0633115,13.443021127685546,1190.208647894514,698.9984053580187,1017.0023175164408,1.0
Llama2-70B,32,16,2,32,32,1152,0.148078,0.0184618703460693,0.010327,0.1768668703460693,0.0633115,14.362661127685543,1113.9996869492595,715.9035699716624,966.927659708616,1.0
Llama2-70B,32,16,2,32,32,1280,0.150173,0.0184618703460693,0.011207,0.1798418703460693,0.0633115,14.600661127685546,1095.840788309308,718.7153078524916,957.183125931414,1.0
Llama2-70B,32,16,2,32,32,1408,0.152317,0.0184618703460693,0.012087,0.1828658703460693,0.0633115,14.842581127685545,1077.9796224361237,721.5281501504127,947.40331039925,1.0
Llama2-70B,32,16,2,32,32,1536,0.154461,0.0184618703460693,0.012967,0.1858898703460693,0.0633115,15.084501127685543,1060.6913589362382,724.3409924483341,937.8949928439338,1.0
Llama2-70B,32,16,2,32,32,1664,0.15659,0.0184618703460693,0.013847,0.1888988703460693,0.0633115,15.325221127685548,1044.0306124585336,727.1534625771048,928.7355036427678,1.0
Llama2-70B,32,16,2,32,32,1792,0.158685,0.0184618703460693,0.014727,0.1918738703460693,0.0633115,15.563221127685544,1028.0648118234,729.9652004579344,920.017897668884,1.0
Llama2-70B,32,16,2,32,32,1920,0.160829,0.0184618703460693,0.015607,0.1948978703460693,0.0633115,15.805141127685546,1012.3288283692148,732.7780427558554,911.2511335093244,1.0
Llama2-70B,32,16,2,32,32,2048,0.162973,0.0184618703460693,0.0164869999999999,0.1979218703460693,0.0633115,16.047061127685545,997.0673055140076,735.590885053777,902.7150326173996,1.0
Llama2-70B,32,16,2,32,32,2176,0.17356,0.0184618703460693,0.017367,0.2093888703460693,0.0633115,16.964421127685544,943.1503662620336,752.3098361561676,866.9161513668677,1.0
Llama2-70B,32,16,2,32,32,2304,0.175655,0.0184618703460693,0.018247,0.2123638703460693,0.0633115,17.202421127685547,930.1016340222964,755.1215740369971,859.778058167427,1.0
Llama2-70B,32,16,2,32,32,2432,0.177799,0.0184618703460693,0.019127,0.2153878703460693,0.0633115,17.444341127685547,917.202884470468,757.9344163349188,852.5744423027335,1.0
Llama2-70B,32,16,2,32,32,2560,0.179943,0.0184618703460693,0.020007,0.2184118703460693,0.0633115,17.686261127685544,904.6570037888946,760.7472586328399,845.5424869351294,1.0
Llama2-70B,32,16,2,32,32,2688,0.182072,0.0184618703460693,0.020887,0.2214208703460693,0.0633115,17.926981127685547,892.5094462943562,763.5597287616107,838.7448138775984,1.0
Llama2-70B,32,16,2,32,32,2816,0.184167,0.0184618703460693,0.021767,0.2243958703460693,0.0633115,18.164981127685547,880.8156687602684,766.37146664244,832.2570999608396,1.0
Llama2-70B,32,16,2,32,32,2944,0.186311,0.0184618703460693,0.022647,0.2274198703460693,0.0633115,18.406901127685547,869.2391994182354,769.184308940361,825.6992973472969,1.0
Llama2-70B,32,16,2,32,32,3072,0.188455,0.0184618703460693,0.023527,0.2304438703460693,0.0633115,18.648821127685547,857.9630792987135,771.9971512382825,819.290707318227,1.0
Llama2-70B,32,16,2,32,32,3200,0.199042,0.0184618703460693,0.024407,0.2419108703460693,0.0633115,19.566181127685542,817.7374979607283,788.7161023406734,792.5122359508779,1.0
Llama2-70B,32,16,2,32,32,3328,0.201137,0.0184618703460693,0.025287,0.2448858703460693,0.0633115,19.80418112768555,807.9102032465539,791.5278402215024,787.0534414071032,1.0
Llama2-70B,32,16,2,32,32,3456,0.203281,0.0184618703460693,0.026167,0.2479098703460693,0.0633115,20.046101127685542,798.1601957451217,794.3406825194238,781.5198493901781,1.0
Llama2-70B,32,16,2,32,32,3584,0.205425,0.0184618703460693,0.027047,0.2509338703460693,0.0633115,20.288021127685543,788.6427118397464,797.1535248173453,776.1017644564638,1.0
Llama2-70B,32,16,2,32,32,3712,0.207554,0.0184618703460693,0.027927,0.2539428703460693,0.0633115,20.528741127685542,779.395088110007,799.9659949461162,770.8509543984854,1.0
Llama2-70B,32,16,2,32,32,3840,0.209649,0.0184618703460693,0.028807,0.2569178703460693,0.0633115,20.766741127685545,770.4627269932748,802.7777328269453,765.8302523045141,1.0
Llama2-70B,32,16,2,32,32,3968,0.211793,0.0184618703460693,0.029687,0.2599418703460693,0.0633115,21.00866112768555,761.5906555280167,805.5905751248664,760.7339006717566,1.0
Llama2-70B,32,16,2,32,32,4096,0.213937,0.0184618703460693,0.030567,0.2629658703460693,0.0633115,21.250581127685543,752.9205862118746,808.4034174227882,755.7396966609684,1.0
Llama2-70B,32,32,1,32,32,128,0.2184915,0.0130229465103149,0.003287,0.2348014465103149,0.1213595,19.055475220825198,1679.3073711973395,659.4983912457378,1207.366677872115,1.0
Llama2-70B,32,32,1,32,32,256,0.2205865,0.0130229465103149,0.004167,0.2377764465103149,0.1213595,19.293475220825197,1658.5918106375934,662.3068857066125,1200.992600556449,1.0
Llama2-70B,32,32,1,32,32,384,0.2227305,0.0130229465103149,0.0050469999999999,0.2408004465103149,0.1213595,19.535395220825198,1638.0523474583838,663.9004293646318,1192.293699093087,1.0
Llama2-70B,32,32,1,32,32,512,0.2248745,0.0130229465103149,0.005927,0.2438244465103149,0.1213595,19.777315220825194,1618.015369765888,667.9260834625462,1188.0868368135052,1.0
Llama2-70B,32,32,1,32,32,640,0.2303115,0.0130229465103149,0.0068069999999999,0.2501414465103149,0.1213595,20.282675220825197,1577.7011489659938,675.6759254269294,1173.4992398155184,1.0
Llama2-70B,32,32,1,32,32,768,0.2324065,0.0130229465103149,0.0076869999999999,0.2531164465103149,0.1213595,20.520675220825197,1559.402878104378,678.4844198878039,1167.7546366178296,1.0
Llama2-70B,32,32,1,32,32,896,0.2345505,0.0130229465103149,0.008567,0.2561404465103149,0.1213595,20.762595220825197,1541.2331483447465,680.0780854800718,1159.7981423703154,1.0
Llama2-70B,32,32,1,32,32,1024,0.2366945,0.0130229465103149,0.0094469999999999,0.2591644465103149,0.1213595,21.004515220825198,1523.4819591681503,684.1036176437375,1156.0955030957418,1.0
Llama2-70B,32,32,1,32,32,1152,0.24731,0.0130229465103149,0.010327,0.2706599465103149,0.1213595,21.924155220825195,1459.5773327495883,701.0055388374268,1133.8086431400702,1.0
Llama2-70B,32,32,1,32,32,1280,0.249405,0.0130229465103149,0.011207,0.2736349465103149,0.1213595,22.162155220825195,1443.9028912644037,703.8140332983013,1128.7889710283305,1.0
Llama2-70B,32,32,1,32,32,1408,0.251549,0.0130229465103149,0.012087,0.276658946510315,0.1213595,22.404075220825195,1428.3115765588543,705.4076988905691,1121.702251077236,1.0
Llama2-70B,32,32,1,32,32,1536,0.253693,0.0130229465103149,0.012967,0.2796829465103149,0.1213595,22.6459952208252,1413.0533760147086,709.4332310542352,1118.5696586886277,1.0
Llama2-70B,32,32,1,32,32,1664,0.25913,0.0130229465103149,0.013847,0.2859999465103149,0.1213595,23.151355220825195,1382.2085011772976,717.1830730186181,1107.0629769129291,1.0
Llama2-70B,32,32,1,32,32,1792,0.261225,0.0130229465103149,0.014727,0.2889749465103149,0.1213595,23.38935522082519,1368.1437430779683,719.9915674794926,1102.4849344120855,1.0
Llama2-70B,32,32,1,32,32,1920,0.263369,0.0130229465103149,0.015607,0.2919989465103149,0.1213595,23.631275220825195,1354.1376714109706,721.5852330717605,1095.9303989030757,1.0
Llama2-70B,32,32,1,32,32,2048,0.265513,0.0130229465103149,0.0164869999999999,0.2950229465103149,0.1213595,23.873195220825192,1340.4154619439291,725.6107652354265,1093.145368001456,1.0
Llama2-70B,32,32,1,32,32,2176,0.2761,0.0130229465103149,0.017367,0.3064899465103149,0.1213595,24.7905552208252,1290.8141715647637,742.3264729178624,1075.4458137165702,1.0
Llama2-70B,32,32,1,32,32,2304,0.278195,0.0130229465103149,0.018247,0.309464946510315,0.1213595,25.0285552208252,1278.5396407290086,745.134967378737,1071.385132556282,1.0
Llama2-70B,32,32,1,32,32,2432,0.280339,0.0130229465103149,0.019127,0.3124889465103149,0.1213595,25.270475220825197,1266.2998903015905,746.7286329710046,1065.4652160006344,1.0
Llama2-70B,32,32,1,32,32,2560,0.282483,0.0130229465103149,0.020007,0.3155129465103149,0.1213595,25.512395220825194,1254.2922655054797,750.7541651346709,1063.0787199720633,1.0
Llama2-70B,32,32,1,32,32,2688,0.28792,0.0130229465103149,0.020887,0.3218299465103149,0.1213595,26.017755220825197,1229.9293205121126,758.5040070990536,1053.7705016658151,1.0
Llama2-70B,32,32,1,32,32,2816,0.290015,0.0130229465103149,0.021767,0.3248049465103149,0.1213595,26.255755220825197,1218.7804057001058,761.3125015599285,1050.031897053502,1.0
Llama2-70B,32,32,1,32,32,2944,0.292159,0.0130229465103149,0.022647,0.3278289465103149,0.1213595,26.49767522082519,1207.6531142192578,762.9061671521958,1044.508185135075,1.0
Llama2-70B,32,32,1,32,32,3072,0.294303,0.0130229465103149,0.023527,0.3308529465103149,0.1213595,26.739595220825198,1196.7271656781822,766.931699315862,1042.3702093636316,1.0
Llama2-70B,32,32,1,32,32,3200,0.30489,0.0130229465103149,0.024407,0.3423199465103149,0.1213595,27.656955220825196,1157.0326431271285,783.6474069982982,1028.1050962619945,1.0
Llama2-70B,32,32,1,32,32,3328,0.306985,0.0130229465103149,0.025287,0.3452949465103149,0.1213595,27.8949552208252,1147.1608305759223,786.4559014591728,1024.748312079317,1.0
Llama2-70B,32,32,1,32,32,3456,0.309129,0.0130229465103149,0.026167,0.3483189465103149,0.1213595,28.136875220825196,1137.2975765381211,788.0495670514402,1019.7031880560422,1.0
Llama2-70B,32,32,1,32,32,3584,0.311273,0.0130229465103149,0.027047,0.3513429465103149,0.1213595,28.378795220825197,1127.6024845662744,792.0750992151064,1017.8526235363896,1.0
Llama2-70B,32,32,1,32,32,3712,0.31671,0.0130229465103149,0.027927,0.3576599465103149,0.1213595,28.884155220825196,1107.8738413969024,799.8249411794899,1010.1669554854464,1.0
Llama2-70B,32,32,1,32,32,3840,0.318805,0.0130229465103149,0.028807,0.3606349465103149,0.1213595,29.1221552208252,1098.8197733771044,802.6334356403643,1007.0525062534958,1.0
Llama2-70B,32,32,1,32,32,3968,0.320949,0.0130229465103149,0.029687,0.3636589465103149,0.1213595,29.3640752208252,1089.766994511218,804.2271012326321,1002.3113968046408,1.0
Llama2-70B,32,32,1,32,32,4096,0.323093,0.0130229465103149,0.030567,0.3666829465103149,0.1213595,29.6059952208252,1080.8621619141124,808.252633396298,1000.6439426373182,1.0
Llama2-70B,32,80,1,32,10,128,0.66696,0.0014614998626708,0.009861,0.6782824998626709,0.382388,54.79498798901366,1459.987545138981,648.719185007783,972.6508111547662,0.84375
Llama2-70B,32,80,1,32,10,256,0.675477,0.0014614998626708,0.012501,0.6894394998626708,0.382388,55.68754798901367,1436.5868652680276,651.3984978176857,964.3533352248644,0.84375
Llama2-70B,32,80,1,32,10,384,0.684001,0.0014614998626708,0.0151409999999999,0.7006034998626708,0.382388,56.58066798901366,1413.9104899845595,654.446097024553,956.7911406921236,0.84375
Llama2-70B,32,80,1,32,10,512,0.692525,0.0014614998626708,0.0177809999999999,0.7117674998626708,0.382388,57.47378798901367,1391.9388785596018,657.3095819524897,949.1492465289916,0.84375
Llama2-70B,32,80,1,32,10,640,0.69776,0.0014614998626708,0.0204209999999999,0.7196424998626709,0.382388,58.10378798901367,1376.8465494044294,658.4225562922553,943.6232462340272,0.84375
Llama2-70B,32,80,1,32,10,768,0.706272,0.0014614998626708,0.0230609999999999,0.7307944998626709,0.382388,58.99594798901367,1356.025332704167,661.4721920146494,936.5686194761358,0.84375
Llama2-70B,32,80,1,32,10,896,0.714789,0.0014614998626708,0.025701,0.7419514998626708,0.382388,59.88850798901366,1335.8155460255534,664.1479619029459,929.1524658366956,0.84375
Llama2-70B,32,80,1,32,10,1024,0.723313,0.0014614998626708,0.0283409999999999,0.7531154998626708,0.382388,60.78162798901366,1316.187187589975,667.1991083158134,922.421010428146,0.84375
Llama2-70B,32,80,1,32,10,1152,0.737081,0.0014614998626708,0.0309809999999999,0.7695234998626709,0.382388,62.09426798901367,1288.3636862287256,673.0465821726964,913.1243135729948,0.84375
Llama2-70B,32,80,1,32,10,1280,0.742316,0.0014614998626708,0.033621,0.7773984998626708,0.382388,62.72426798901367,1275.4234136939183,674.1552960569118,908.1783176664812,0.84375
Llama2-70B,32,80,1,32,10,1408,0.750828,0.0014614998626708,0.036261,0.7885504998626709,0.382388,63.61642798901367,1257.5368113062823,677.2091922348561,901.9498370263976,0.84375
Llama2-70B,32,80,1,32,10,1536,0.759345,0.0014614998626708,0.038901,0.7997074998626709,0.382388,64.50898798901368,1240.13726604461,679.8807016676026,895.3515222561581,0.84375
Llama2-70B,32,80,1,32,10,1664,0.767869,0.0014614998626708,0.041541,0.8108714998626709,0.382388,65.40210798901369,1223.2021636586771,682.9361085360198,889.3914307466767,0.84375
Llama2-70B,32,80,1,32,10,1792,0.776393,0.0014614998626708,0.044181,0.8220354998626709,0.382388,66.29522798901368,1206.7233559142062,685.799593463957,883.3150137416961,0.84375
Llama2-70B,32,80,1,32,10,1920,0.781628,0.0014614998626708,0.046821,0.8299104998626708,0.382388,66.92522798901368,1195.363877029043,686.9047601421721,878.8128881541758,0.84375
Llama2-70B,32,80,1,32,10,2048,0.79014,0.0014614998626708,0.0494609999999999,0.8410624998626708,0.382388,67.81738798901368,1179.6384728494686,689.9622035261165,873.2151308959379,0.84375
Llama2-70B,32,80,1,32,10,2176,0.803901,0.0014614998626708,0.052101,0.8574634998626708,0.382388,69.12946798901368,1157.2488886029605,695.6134414322592,865.2973953661696,0.84375
