phase,node_id,op,device,device_type,mode,start,end,duration
decode,L0_K_s1,K,PIM1,pim,FIXED_PLAN,0.421345189,0.421359189,1.40E-05
decode,L0_QK_s0,QK,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421495947,0.421496424,4.77E-07
decode,L0_QK_s1,QK,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421496424,0.421496901,4.77E-07
decode,L0_Softmax_s0,Softmax,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421496901,0.4214978,8.99E-07
decode,L0_Softmax_s1,Softmax,Ascend_910B_NPU0,npu,FIXED_PLAN,0.4214978,0.421498699,8.99E-07
decode,L0_V_s0,V,PIM0,pim,FIXED_PLAN,0.421361344,0.421375344,1.40E-05
decode,L0_V_s1,V,PIM1,pim,FIXED_PLAN,0.42136055,0.42137455,1.40E-05
decode,L0_SV_s0,SV,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421633693,0.42163417,4.77E-07
decode,L0_SV_s1,SV,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421634592,0.421635069,4.77E-07
decode,L0_O_s0,O,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421635069,0.421641633,6.56E-06
decode,L0_O_s1,O,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421641633,0.421648197,6.56E-06
decode,L0_AllReduce_O,ALLREDUCE,COMM,comm,FIXED_COMM,0.421648197,0.421648197,0
decode,L0_Add1,Add,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421648197,0.421648365,1.68E-07
decode,L0_LN2,LN,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421648365,0.421648715,3.51E-07
decode,L0_FFN_W1_s0,FFN_W1,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421648715,0.421687197,3.85E-05
decode,L0_FFN_W1_s1,FFN_W1,Ascend_910B_NPU0,npu,FIXED_PLAN,0.421687197,0.421725679,3.85E-05
decode,L0_FFN_W3_s0,FFN_W3,PIM0,pim,FIXED_PLAN,0.4216495,0.42172718,7.77E-05
